Time	CpX	CpY	BottomLeft	BottomRight	TopLeft	TopRight	Weight	RAWBottomLeft	RAWBottomRight	RAWTopLeft	RAWTopRight
95.873    	   -12.415	    -1.330	   304.677	    85.846	   248.031	    63.988	    71.688	     19106	      6221	     11268	     11022
95.898    	   -12.342	    -1.290	   305.921	    86.841	   250.444	    65.498	    72.317	     19119	      6231	     11292	     11038
95.923    	   -12.361	    -1.270	   306.591	    86.543	   251.449	    65.875	    72.496	     19126	      6228	     11302	     11042
95.948    	   -12.213	    -1.197	   304.581	    87.538	   252.656	    67.762	    72.708	     19105	      6238	     11314	     11062
95.972    	   -12.123	    -1.081	   298.455	    86.642	   252.254	    68.705	    72.047	     19041	      6229	     11310	     11072
95.998    	   -12.041	    -1.008	   295.297	    86.443	   252.354	    69.743	    71.820	     19008	      6227	     11311	     11083
96.023    	   -11.882	    -0.944	   293.095	    87.438	   252.957	    71.630	    71.951	     18985	      6237	     11317	     11103
96.048    	   -11.825	    -0.869	   291.181	    87.140	   253.962	    72.857	    71.953	     18965	      6234	     11327	     11116
96.072    	   -11.809	    -0.875	   291.372	    87.438	   253.962	    72.951	    72.013	     18967	      6237	     11327	     11117
96.098    	   -11.815	    -0.847	   290.319	    87.438	   254.767	    72.762	    71.968	     18956	      6237	     11335	     11115
96.123    	   -11.811	    -0.819	   289.936	    86.742	   254.767	    73.423	    71.925	     18952	      6230	     11335	     11122
96.148    	   -11.851	    -0.857	   292.234	    86.941	   255.068	    73.140	    72.182	     18976	      6232	     11338	     11119
96.173    	   -11.934	    -0.958	   294.818	    86.941	   253.259	    71.630	    72.107	     19003	      6232	     11320	     11103
96.198    	   -11.969	    -0.954	   295.679	    87.140	   254.666	    71.347	    72.330	     19012	      6234	     11334	     11100
96.223    	   -12.133	    -1.065	   299.029	    86.443	   253.058	    69.083	    72.205	     19047	      6227	     11318	     11076
96.248    	   -12.191	    -1.138	   302.667	    86.642	   252.756	    68.611	    72.518	     19085	      6229	     11315	     11071
96.273    	   -12.407	    -1.340	   310.132	    86.841	   251.148	    65.498	    72.818	     19163	      6231	     11299	     11038
96.298    	   -12.823	    -1.460	   314.344	    83.956	   250.545	    60.686	    72.401	     19207	      6202	     11293	     10987
96.322    	   -13.052	    -1.547	   316.258	    82.762	   249.740	    57.478	    72.065	     19227	      6190	     11285	     10953
96.348    	   -13.361	    -1.693	   320.948	    81.170	   248.333	    53.610	    71.843	     19276	      6174	     11271	     10912
96.373    	   -13.432	    -1.754	   321.044	    80.573	   246.121	    52.289	    71.431	     19277	      6168	     11249	     10898
96.398    	   -13.419	    -1.733	   319.895	    80.772	   246.624	    52.195	    71.376	     19265	      6170	     11254	     10897
96.423    	   -13.162	    -1.706	   318.938	    83.558	   247.127	    54.459	    71.845	     19255	      6198	     11259	     10921
